holiday,temp,rain,snow,weather,date,Time,traffic_volume
7,281.69,0,0,1,05-10-2012,07:00:00,6628
7,280.57,0,0,1,05-10-2012,08:00:00,5534
7,280.02,0,0,1,05-10-2012,09:00:00,5403
7,280.11,0,0,1,05-10-2012,10:00:00,4770
7,280,0,0,1,05-10-2012,11:00:00,5217
7,280.53,0,0,1,05-10-2012,12:00:00,5870
7,281.43,0,0,1,05-10-2012,13:00:00,5967
7,281.78,0,0,1,05-10-2012,14:00:00,6108
7,,0,0,1,05-10-2012,15:00:00,6128
7,281.73,0,0,1,05-10-2012,16:00:00,6069
7,281.42,0,0,1,05-10-2012,17:00:00,6169
7,280.87,0,0,1,05-10-2012,18:00:00,5384
7,280.15,0,0,1,05-10-2012,19:00:00,4063
7,279.78,0,0,1,05-10-2012,20:00:00,3364
7,279.65,0,0,1,05-10-2012,21:00:00,2971
7,279.22,0,0,1,05-10-2012,22:00:00,2450
7,279.06,0,0,1,05-10-2012,23:00:00,1832
7,,0,0,1,06-10-2012,00:00:00,1231
7,278.55,0,0,1,06-10-2012,01:00:00,718
7,278.59,0,0,1,06-10-2012,02:00:00,545
7,276.99,0,0,1,06-10-2012,04:00:00,411
7,276.35,0,0,1,06-10-2012,05:00:00,688
7,275.4,0,0,0,06-10-2012,06:00:00,1352
7,275.17,0,0,0,06-10-2012,07:00:00,2072
7,274.99,0,0,0,06-10-2012,08:00:00,3342
7,275.09,0,0,1,06-10-2012,09:00:00,4258
7,276.88,0,0,1,06-10-2012,10:00:00,4861
7,278.04,0,0,1,06-10-2012,11:00:00,5191
7,279.08,0,0,1,06-10-2012,12:00:00,5669
7,280.12,0,0,1,06-10-2012,13:00:00,5074
7,280.25,0,0,1,06-10-2012,14:00:00,5025
7,280,0,0,1,06-10-2012,15:00:00,5153
7,,0,0,1,06-10-2012,16:00:00,5024
7,278.91,0,0,1,06-10-2012,17:00:00,4779
7,278.39,0,0,1,06-10-2012,18:00:00,4362
7,278.16,0,0,1,06-10-2012,19:00:00,3860
7,278.16,0,0,1,06-10-2012,20:00:00,3160
7,277.93,0,0,1,06-10-2012,21:00:00,2992
7,276.9,0,0,1,06-10-2012,22:00:00,3202
7,276.34,0,0,1,06-10-2012,23:00:00,1941
7,276.11,0,0,1,07-10-2012,00:00:00,1233
7,275.73,0,0,1,07-10-2012,03:00:00,323
7,275.65,0,0,1,07-10-2012,04:00:00,312
7,275.51,0,0,1,07-10-2012,05:00:00,627
7,275.05,0,0,1,07-10-2012,06:00:00,1508
7,274.77,0,0,1,07-10-2012,07:00:00,1539
7,274.77,0,0,1,07-10-2012,08:00:00,2232
7,275.55,0,0,1,07-10-2012,09:00:00,4568
7,276.24,0,0,1,07-10-2012,10:00:00,4624
7,277.01,0,0,1,07-10-2012,11:00:00,4529
7,277.43,0,0,1,07-10-2012,12:00:00,5139
7,278.45,0,0,1,07-10-2012,13:00:00,6640
7,279.27,0,0,1,07-10-2012,14:00:00,6589
7,,0,0,1,07-10-2012,15:00:00,4429
7,279.44,0,0,1,07-10-2012,16:00:00,4329
7,279.32,0,0,1,07-10-2012,17:00:00,3833
7,279.27,0,0,1,07-10-2012,18:00:00,4015
7,278.11,0,0,1,07-10-2012,19:00:00,3382
7,276.79,0,0,1,07-10-2012,20:00:00,2815
7,275.73,0,0,1,07-10-2012,21:00:00,2110
7,274.88,0,0,1,07-10-2012,22:00:00,1555
7,273.92,0,0,1,07-10-2012,23:00:00,959
1,273.08,0,0,1,08-10-2012,00:00:00,455
7,272.62,0,0,1,08-10-2012,01:00:00,336
7,271.78,0,0,0,08-10-2012,02:00:00,265
7,,0,0,0,08-10-2012,03:00:00,314
7,270.63,0,0,0,08-10-2012,04:00:00,779
7,270.33,0,0,0,08-10-2012,05:00:00,2571
7,269.61,0,0,1,08-10-2012,06:00:00,5563
7,270.01,0,0,1,08-10-2012,07:00:00,6676
7,271.23,0,0,1,08-10-2012,08:00:00,5966
7,273.71,0,0,1,08-10-2012,09:00:00,4832
7,276.77,0,0,1,08-10-2012,10:00:00,4395
7,279.47,0,0,1,08-10-2012,11:00:00,4411
7,279.84,0,0,0,08-10-2012,12:00:00,4648
7,282.34,0,0,1,08-10-2012,13:00:00,4602
7,282.94,0,0,1,08-10-2012,14:00:00,5125
7,283.48,0,0,0,08-10-2012,15:00:00,5502
7,284.33,0,0,0,08-10-2012,16:00:00,5979
7,284.48,0,0,1,08-10-2012,17:00:00,5663
7,284.23,0,0,1,08-10-2012,18:00:00,4259
7,281.99,0,0,1,08-10-2012,19:00:00,3069
7,279.81,0,0,0,08-10-2012,20:00:00,2378
7,279.35,0,0,0,08-10-2012,21:00:00,2030
7,278.9,0,0,0,08-10-2012,22:00:00,1400
7,278.46,0,0,0,08-10-2012,23:00:00,917
7,,0,0,0,09-10-2012,00:00:00,515
7,277.27,0,0,0,09-10-2012,01:00:00,302
7,277.47,0,0,0,09-10-2012,02:00:00,251
7,276.97,0,0,1,09-10-2012,04:00:00,798
7,276.52,0,0,1,09-10-2012,05:00:00,2678
7,276.6,0,0,1,09-10-2012,06:00:00,5733
7,277.31,0,0,1,09-10-2012,07:00:00,6449
7,278.38,0,0,1,09-10-2012,08:00:00,5765
7,279.35,0,0,1,09-10-2012,09:00:00,5599
7,281.37,0,0,1,09-10-2012,10:00:00,4534
7,283.11,0,0,1,09-10-2012,11:00:00,4691
7,284.08,0,0,1,09-10-2012,12:00:00,5067
7,285.14,0,0,1,09-10-2012,13:00:00,5030
7,286.35,0,0,1,09-10-2012,14:00:00,5300
7,287.23,0,0,6,09-10-2012,15:00:00,5777
7,,0,0,1,09-10-2012,16:00:00,6349
7,290.37,0,0,1,09-10-2012,17:00:00,6127
7,290.13,0,0,1,09-10-2012,18:00:00,4460
7,288.86,0,0,1,09-10-2012,19:00:00,3418
7,287.36,0,0,1,09-10-2012,20:00:00,2775
7,285.11,0,0,1,09-10-2012,21:00:00,2306
7,283.46,0,0,1,09-10-2012,22:00:00,1846
7,282.45,0,0,1,09-10-2012,23:00:00,947
7,281.88,0,0,1,10-10-2012,00:00:00,494
7,281.78,0,0,1,10-10-2012,01:00:00,332
7,281.09,0,0,1,10-10-2012,02:00:00,261
7,281.17,0,0,1,10-10-2012,03:00:00,361
7,281.25,0,0,0,10-10-2012,06:00:00,5875
7,281.25,0,0,6,10-10-2012,07:00:00,6793
7,281.25,0,0,2,10-10-2012,07:00:00,6793
7,280.1,0,0,6,10-10-2012,08:00:00,6283
7,280.1,0,0,2,10-10-2012,08:00:00,6283
7,279.61,0,0,6,10-10-2012,09:00:00,5680
7,,0,0,2,10-10-2012,09:00:00,5680
7,,0,0,0,10-10-2012,10:00:00,4632
7,280.19,0,0,0,10-10-2012,11:00:00,4887
7,282.09,0,0,1,10-10-2012,12:00:00,5030
7,282.26,0,0,1,10-10-2012,13:00:00,5067
7,282.05,0,0,1,10-10-2012,14:00:00,5227
7,281.59,0,0,1,10-10-2012,15:00:00,5610
7,281.23,0,0,0,10-10-2012,16:00:00,6286
7,282.6,0,0,0,10-10-2012,18:00:00,4775
7,282.6,0,0,0,10-10-2012,19:00:00,3340
7,282.6,0,0,0,10-10-2012,20:00:00,3013
7,282.6,0,0,0,10-10-2012,21:00:00,2603
7,282.6,0,0,0,10-10-2012,22:00:00,1910
7,282.6,0,0,0,10-10-2012,23:00:00,1037
7,273.9,0,0,0,11-10-2012,01:00:00,347
7,274.4,0,0,1,11-10-2012,03:00:00,350
7,274.05,0,0,1,11-10-2012,04:00:00,850
7,273.71,0,0,1,11-10-2012,05:00:00,2791
7,272.66,0,0,0,11-10-2012,06:00:00,5809
7,272.65,0,0,0,11-10-2012,07:00:00,6798
7,272.52,0,0,0,11-10-2012,08:00:00,6304
7,275.19,0,0,1,11-10-2012,09:00:00,5291
7,275.34,0,0,0,11-10-2012,10:00:00,4638
7,284.1,0,0,0,11-10-2012,14:00:00,5557
7,284.1,0,0,0,11-10-2012,15:00:00,5818
7,283.78,0,0,1,11-10-2012,16:00:00,6272
7,283.52,0,0,1,11-10-2012,17:00:00,5944
7,,0,0,1,11-10-2012,18:00:00,4949
7,282.06,0,0,1,11-10-2012,19:00:00,3511
7,281.95,0,0,1,11-10-2012,20:00:00,3039
7,281.81,0,0,1,11-10-2012,21:00:00,2679
7,282.16,0,0,1,11-10-2012,22:00:00,2094
7,282.53,0,0,1,11-10-2012,23:00:00,1284
7,283.91,0,0,1,12-10-2012,00:00:00,630
7,284.64,0,0,1,12-10-2012,01:00:00,410
7,284.61,0,0,1,12-10-2012,02:00:00,331
7,283.18,0,0,2,12-10-2012,03:00:00,372
7,282.26,0,0,6,12-10-2012,04:00:00,739
7,280.77,0,0,2,12-10-2012,05:00:00,2561
7,278.53,0,0,1,12-10-2012,06:00:00,5586
7,277.64,0,0,1,12-10-2012,07:00:00,6992
7,277.9,0,0,1,12-10-2012,08:00:00,5860
7,,0,0,1,12-10-2012,09:00:00,5230
7,279.29,0,0,1,12-10-2012,10:00:00,4864
7,280.45,0,0,1,12-10-2012,11:00:00,5146
7,280.95,0,0,1,12-10-2012,12:00:00,5526
7,281.74,0,0,1,12-10-2012,13:00:00,5383
7,281.84,0,0,1,12-10-2012,14:00:00,5758
7,282.45,0,0,1,12-10-2012,15:00:00,5889
7,282.2,0,0,1,12-10-2012,16:00:00,6057
7,281.54,0,0,1,12-10-2012,17:00:00,6028
7,280.21,0,0,1,12-10-2012,18:00:00,5257
7,282.2,0,0,0,12-10-2012,23:00:00,1897
7,272.58,0,0,0,13-10-2012,00:00:00,1335
7,272.06,0,0,0,13-10-2012,01:00:00,769
7,270.99,0,0,0,13-10-2012,02:00:00,570
7,270.29,0,0,1,13-10-2012,03:00:00,413
7,269.48,0,0,0,13-10-2012,04:00:00,399
7,269.27,0,0,0,13-10-2012,05:00:00,740
7,268.91,0,0,0,13-10-2012,06:00:00,1420
7,,0,0,1,13-10-2012,07:00:00,2220
7,269.23,0,0,1,13-10-2012,08:00:00,3479
7,272.61,0,0,1,13-10-2012,09:00:00,4546
7,276.78,0,0,1,13-10-2012,10:00:00,4579
7,279.22,0,0,0,13-10-2012,11:00:00,4438
7,280.35,0,0,0,13-10-2012,12:00:00,4623
7,281.81,0,0,0,13-10-2012,13:00:00,4440
7,283.05,0,0,0,13-10-2012,14:00:00,4495
7,283.96,0,0,0,13-10-2012,15:00:00,4483
7,284.53,0,0,0,13-10-2012,16:00:00,4591
7,284.44,0,0,0,13-10-2012,17:00:00,4477
7,283.64,0,0,0,13-10-2012,18:00:00,4221
7,281.85,0,0,1,13-10-2012,19:00:00,3672
7,281.38,0,0,0,13-10-2012,20:00:00,3015
7,281.84,0,0,1,13-10-2012,21:00:00,2769
7,282.23,0,0,1,13-10-2012,22:00:00,2875
7,282.18,0,0,1,13-10-2012,23:00:00,1931
7,282.49,0,0,1,14-10-2012,00:00:00,1309
7,282.54,0,0,1,14-10-2012,01:00:00,870
7,282.58,0,0,1,14-10-2012,02:00:00,654
7,282.23,0,0,1,14-10-2012,03:00:00,364
7,,0,0,1,14-10-2012,04:00:00,262
7,282.23,0,0,1,14-10-2012,05:00:00,505
7,282.24,0,0,1,14-10-2012,06:00:00,861
7,282.24,0,0,1,14-10-2012,07:00:00,1132
7,282.24,0,0,5,14-10-2012,08:00:00,1797
7,282.43,0,0,2,14-10-2012,09:00:00,2685
7,282.43,0,0,5,14-10-2012,09:00:00,2685
7,282.43,0,0,4,14-10-2012,09:00:00,2685
7,282.33,0,0,2,14-10-2012,10:00:00,3370
7,282.33,0,0,5,14-10-2012,10:00:00,3370
7,282.82,0,0,2,14-10-2012,11:00:00,3662
7,282.82,0,0,5,14-10-2012,11:00:00,3662
7,283.33,0,0,5,14-10-2012,12:00:00,4076
7,283.33,0,0,6,14-10-2012,12:00:00,4076
7,283.33,0,0,2,14-10-2012,12:00:00,4076
7,283.75,0,0,6,14-10-2012,13:00:00,4128
7,283.75,0,0,5,14-10-2012,13:00:00,4128
7,283.75,0,0,2,14-10-2012,13:00:00,4128
7,284.09,0,0,5,14-10-2012,14:00:00,4358
7,284.09,0,0,6,14-10-2012,14:00:00,4358
7,284.09,0,0,2,14-10-2012,14:00:00,4358
7,284.55,0,0,5,14-10-2012,15:00:00,4342
7,284.55,0,0,6,14-10-2012,15:00:00,4342
7,284.68,0,0,5,14-10-2012,16:00:00,4234
7,284.64,0,0,6,14-10-2012,17:00:00,4271
7,284.64,0,0,5,14-10-2012,17:00:00,4271
7,284.4,0,0,,14-10-2012,18:00:00,4080
7,,0,0,5,14-10-2012,19:00:00,3453
7,284.03,0,0,5,14-10-2012,20:00:00,2718
7,283.58,0,0,5,14-10-2012,21:00:00,2439
7,283.04,0,0,5,14-10-2012,22:00:00,1819
7,281.95,0,0,5,14-10-2012,23:00:00,1002
7,281.95,0,0,3,14-10-2012,23:00:00,1002
7,281.61,0,0,,15-10-2012,00:00:00,542
7,281.61,0,0,3,15-10-2012,00:00:00,542
7,281.57,0,0,3,15-10-2012,01:00:00,303
7,281.42,0,0,3,15-10-2012,02:00:00,239
7,281.29,0,0,5,15-10-2012,03:00:00,335
7,281.29,0,0,3,15-10-2012,03:00:00,335
7,281.02,0,0,5,15-10-2012,04:00:00,810
7,281.02,0,0,3,15-10-2012,04:00:00,810
7,280.82,0,0,5,15-10-2012,05:00:00,2606
7,,0,0,3,15-10-2012,05:00:00,2606
7,280.39,0,0,5,15-10-2012,06:00:00,5714
7,280.19,0,0,5,15-10-2012,07:00:00,6798
7,279.82,0,0,5,15-10-2012,08:00:00,6114
7,279.75,0,0,5,15-10-2012,09:00:00,5094
7,280.07,0,0,5,15-10-2012,10:00:00,4473
7,280.32,0,0,1,15-10-2012,11:00:00,4529
7,281.72,0,0,0,15-10-2012,12:00:00,4823
7,284.01,0,0,1,15-10-2012,13:00:00,4872
7,285.88,0,0,0,15-10-2012,14:00:00,5238
7,286.87,0,0,0,15-10-2012,15:00:00,5584
7,287.6,0,0,1,15-10-2012,16:00:00,6246
7,287.27,0,0,1,15-10-2012,17:00:00,5957
7,286.18,0,0,1,15-10-2012,18:00:00,4535
7,285.2,0,0,,15-10-2012,19:00:00,3234
7,284.68,0,0,1,15-10-2012,20:00:00,2677
7,284.49,0,0,1,15-10-2012,21:00:00,2077
7,283.54,0,0,1,15-10-2012,22:00:00,1380
7,,0,0,1,15-10-2012,23:00:00,927
7,281.21,0,0,1,16-10-2012,00:00:00,500
7,279.87,0,0,0,16-10-2012,01:00:00,324
7,278.93,0,0,0,16-10-2012,02:00:00,257
7,277.91,0,0,0,16-10-2012,03:00:00,354
7,277.21,0,0,0,16-10-2012,04:00:00,769
7,276.61,0,0,0,16-10-2012,05:00:00,2769
7,276.11,0,0,0,16-10-2012,06:00:00,5789
7,274.81,0,0,1,16-10-2012,07:00:00,7055
7,274.99,0,0,1,16-10-2012,08:00:00,6408
7,277.91,0,0,1,16-10-2012,09:00:00,5254
7,280.71,0,0,1,16-10-2012,10:00:00,4547
7,283.85,0,0,1,16-10-2012,11:00:00,4784
7,286.01,0,0,1,16-10-2012,12:00:00,5015
7,286.31,0,0,,16-10-2012,13:00:00,5057
7,288.15,0,0,1,16-10-2012,14:00:00,5430
7,289.15,0,0,1,16-10-2012,15:00:00,5813
7,288.99,0,0,1,16-10-2012,16:00:00,6496
7,,0,0,1,16-10-2012,17:00:00,6429
7,288.16,0,0,1,16-10-2012,18:00:00,5142
7,287.28,0,0,6,16-10-2012,19:00:00,3311
7,287.04,0,0,1,16-10-2012,20:00:00,2777
7,286.9,0,0,1,16-10-2012,21:00:00,2331
7,287.09,0,0,1,16-10-2012,22:00:00,1767
7,287.09,0,0,1,16-10-2012,23:00:00,1093
7,286.89,0,0,1,17-10-2012,00:00:00,554
7,286.93,0,0,1,17-10-2012,01:00:00,333
7,286.93,0,0,1,17-10-2012,02:00:00,267
7,287.07,0,0,1,17-10-2012,03:00:00,358
7,286.56,0,0,,17-10-2012,04:00:00,777
7,285.91,0,0,1,17-10-2012,05:00:00,2732
7,285.29,0,0,1,17-10-2012,06:00:00,5637
7,284.92,0,0,1,17-10-2012,07:00:00,5564
7,,0,0,1,17-10-2012,08:00:00,6274
7,285.72,0,0,6,17-10-2012,09:00:00,5403
7,285.72,0,0,6,17-10-2012,09:00:00,5403
7,287.09,0,0,1,17-10-2012,10:00:00,4680
7,288.31,0,0,1,17-10-2012,11:00:00,4642
7,288.61,0,0,0,17-10-2012,12:00:00,4979
7,290.32,0,0,0,17-10-2012,13:00:00,4851
7,291.36,0,0,0,17-10-2012,14:00:00,4291
7,292.01,0,0,0,17-10-2012,15:00:00,4714
7,292.61,0,0,0,17-10-2012,16:00:00,6723
7,292.65,0,0,0,17-10-2012,17:00:00,6180
7,290.52,0,0,,17-10-2012,18:00:00,4843
7,288.35,0,0,1,17-10-2012,19:00:00,3435
7,286.72,0,0,1,17-10-2012,20:00:00,2921
7,285.49,0,0,1,17-10-2012,21:00:00,2763
7,284.22,0,0,1,17-10-2012,22:00:00,1930
7,283.8,0,0,1,17-10-2012,23:00:00,1160
7,283.72,0,0,1,18-10-2012,00:00:00,654
7,282.8,0,0,1,18-10-2012,01:00:00,374
7,282.32,0,0,5,18-10-2012,02:00:00,301
7,282.38,0,0,,18-10-2012,03:00:00,397
7,282.76,0,0,1,18-10-2012,04:00:00,794
7,282.88,0,0,5,18-10-2012,05:00:00,2564
7,284.18,0,0,1,18-10-2012,06:00:00,5358
7,284.69,0,0,1,18-10-2012,07:00:00,6441
7,285,0,0,1,18-10-2012,08:00:00,5536
7,286.9,0,0,6,18-10-2012,09:00:00,5256
7,288.35,0,0,1,18-10-2012,10:00:00,4619
7,289.59,0,0,1,18-10-2012,11:00:00,5107
7,288.27,0,0,6,18-10-2012,12:00:00,5147
7,286.41,0,0,1,18-10-2012,13:00:00,5283
7,285.96,0,0,1,18-10-2012,14:00:00,5704
7,287.04,0,0,1,18-10-2012,15:00:00,5887
7,287.18,0,0,1,18-10-2012,16:00:00,6307
7,286.94,0,0,1,18-10-2012,17:00:00,5953
7,286.01,0,0,,18-10-2012,18:00:00,4519
7,284.67,0,0,2,18-10-2012,19:00:00,3427
7,283.44,0,0,6,18-10-2012,20:00:00,2921
7,282.51,0,0,2,18-10-2012,21:00:00,2649
7,281.9,0,0,1,18-10-2012,22:00:00,2005
7,281.85,0,0,1,18-10-2012,23:00:00,1177
7,281.28,0,0,1,19-10-2012,00:00:00,699
7,280.97,0,0,5,19-10-2012,01:00:00,436
7,280.44,0,0,2,19-10-2012,02:00:00,353
7,280.44,0,0,5,19-10-2012,02:00:00,353
7,280.02,0,0,5,19-10-2012,03:00:00,399
7,279.79,0,0,2,19-10-2012,04:00:00,720
7,279.79,0,0,,19-10-2012,04:00:00,720
7,279.79,0,0,6,19-10-2012,04:00:00,720
7,279.79,0,0,2,19-10-2012,04:00:00,720
7,279.74,0,0,5,19-10-2012,05:00:00,2370
7,279.74,0,0,6,19-10-2012,05:00:00,2370
7,279.65,0,0,2,19-10-2012,06:00:00,5162
7,279.65,0,0,5,19-10-2012,06:00:00,5162
7,279.65,0,0,6,19-10-2012,06:00:00,5162
7,279.45,0,0,5,19-10-2012,07:00:00,5777
7,279.45,0,0,6,19-10-2012,07:00:00,5777
7,279.22,0,0,2,19-10-2012,08:00:00,5235
7,279.22,0,0,5,19-10-2012,08:00:00,5235
7,279.22,0,0,6,19-10-2012,08:00:00,5235
7,279.35,0,0,6,19-10-2012,09:00:00,4606
7,279.35,0,0,5,19-10-2012,09:00:00,4606
7,279.92,0,0,,19-10-2012,10:00:00,4328
7,280.44,0,0,1,19-10-2012,11:00:00,4282
7,281,0,0,1,19-10-2012,12:00:00,4489
7,281.51,0,0,1,19-10-2012,13:00:00,4908
7,281.93,0,0,5,19-10-2012,14:00:00,5620
7,281.94,0,0,5,19-10-2012,15:00:00,5849
7,281.94,0,0,2,19-10-2012,15:00:00,5849
7,282.27,0,0,6,19-10-2012,16:00:00,4945
7,282.41,0,0,6,19-10-2012,17:00:00,4619
7,282.21,0,0,1,19-10-2012,18:00:00,4479
7,281.69,0,0,1,19-10-2012,19:00:00,3804
7,281.26,0,0,1,19-10-2012,20:00:00,2908
7,280.66,0,0,5,19-10-2012,21:00:00,2942
7,280.43,0,0,2,19-10-2012,22:00:00,3077
7,280.43,0,0,2,19-10-2012,22:00:00,3077
7,280.1,0,0,5,19-10-2012,23:00:00,2051
7,280.1,0,0,6,19-10-2012,23:00:00,2051
7,280.1,0,0,2,19-10-2012,23:00:00,2051
7,280.06,0,0,6,20-10-2012,00:00:00,1270
7,280.06,0,0,,20-10-2012,00:00:00,1270
7,280.28,0,0,2,20-10-2012,01:00:00,773
7,280.28,0,0,,20-10-2012,01:00:00,773
7,280.38,0,0,2,20-10-2012,02:00:00,589
7,280.62,0,0,2,20-10-2012,03:00:00,432
7,280.62,0,0,5,20-10-2012,03:00:00,432
7,280.91,0,0,5,20-10-2012,04:00:00,401
7,280.91,0,0,2,20-10-2012,04:00:00,401
7,280.91,0,0,6,20-10-2012,04:00:00,401
7,280.96,0,0,6,20-10-2012,05:00:00,759
7,280.96,0,0,5,20-10-2012,05:00:00,759
7,280.96,0,0,2,20-10-2012,05:00:00,759
7,281.13,0,0,6,20-10-2012,06:00:00,1313
7,281.13,0,0,5,20-10-2012,06:00:00,1313
7,281.13,0,0,2,20-10-2012,06:00:00,1313
7,281.28,0,0,,20-10-2012,07:00:00,1824
7,281.28,0,0,5,20-10-2012,07:00:00,1824
7,281.28,0,0,2,20-10-2012,07:00:00,1824
7,281.19,0,0,6,20-10-2012,08:00:00,2787
7,281.19,0,0,5,20-10-2012,08:00:00,2787
7,281.19,0,0,2,20-10-2012,08:00:00,2787
7,281.7,0,0,6,20-10-2012,09:00:00,3713
7,281.7,0,0,2,20-10-2012,09:00:00,3713
7,281.7,0,0,5,20-10-2012,09:00:00,3713
7,281.7,0,0,2,20-10-2012,09:00:00,3713
7,282.02,0,0,6,20-10-2012,10:00:00,3815
7,282.02,0,0,2,20-10-2012,10:00:00,3815
7,282.02,0,0,5,20-10-2012,10:00:00,3815
7,282.02,0,0,6,20-10-2012,10:00:00,3815
7,282.35,0,0,6,20-10-2012,11:00:00,4339
7,282.35,0,0,5,20-10-2012,11:00:00,4339
7,282.35,0,0,2,20-10-2012,11:00:00,4339
7,282.71,0,0,6,20-10-2012,12:00:00,4613
7,282.71,0,0,,20-10-2012,12:00:00,4613
7,282.71,0,0,6,20-10-2012,12:00:00,4613
7,282.71,0,0,6,20-10-2012,12:00:00,4613
7,283.31,0,0,6,20-10-2012,13:00:00,4507
7,283.79,0,0,1,20-10-2012,14:00:00,4452
7,284.2,0,0,1,20-10-2012,15:00:00,4636
7,284.32,0,0,1,20-10-2012,16:00:00,4810
7,284.13,0,0,1,20-10-2012,17:00:00,5125
7,283.14,0,0,1,20-10-2012,18:00:00,4337
7,281.4,0,0,1,20-10-2012,19:00:00,3644
7,280.47,0,0,1,20-10-2012,20:00:00,3107
7,279.52,0,0,1,20-10-2012,21:00:00,2929
7,278.85,0,0,5,20-10-2012,22:00:00,2865
7,278.12,0,0,3,20-10-2012,23:00:00,2340
7,,0,0,5,21-10-2012,00:00:00,1372
7,275.93,0,0,3,21-10-2012,08:00:00,1928
7,275.93,0,0,5,21-10-2012,08:00:00,1928
7,284.09,0,0,1,21-10-2012,17:00:00,4695
7,282.6,0,0,1,21-10-2012,18:00:00,4335
7,281.72,0,0,1,21-10-2012,22:00:00,1583
7,281.26,0,0,1,21-10-2012,23:00:00,959
7,281.29,0,0,1,22-10-2012,00:00:00,498
7,281.01,0,0,1,22-10-2012,01:00:00,306
7,280.57,0,0,1,22-10-2012,02:00:00,259
7,280.54,0,0,1,22-10-2012,03:00:00,324
7,279.37,0,0,5,22-10-2012,04:00:00,806
7,279.18,0,0,5,22-10-2012,05:00:00,2622
7,279.05,0,0,5,22-10-2012,06:00:00,5456
7,282.7,0,0,0,22-10-2012,10:00:00,4324
7,286.17,0,0,1,22-10-2012,11:00:00,4378
7,288.61,0,0,,22-10-2012,12:00:00,4639
7,290.59,0,0,1,22-10-2012,13:00:00,4546
7,292.21,0,0,1,22-10-2012,14:00:00,5006
7,,0,0,1,22-10-2012,15:00:00,5361
